17624.00, 0.81, 23705.00, 0.90, 23941.00, 0.88
162.00, 0.27, 190.00, 0.24, 13370.00, 0.08
161.00, 0.27, 1168.00, 0.07, 13371.00, 0.08
3325.00, 0.09, 4513.00, 0.07, 1210.00, 0.25
10843.00, 0.08, 18293.00, 0.36, 1059.00, 0.17
166.00, 0.29, 1505.00, 0.35, 1653.00, 0.18
165.00, 0.29, 90.00, 0.05, 6227.00, 0.19
4926.00, 0.85, 906.00, 0.82, 9561.00, 0.71
10408.00, 0.14, 1183.00, 0.12, 654.00, 0.22
865.00, 0.11, 1100.00, 0.12, 5975.00, 0.17
2300.00, 0.08, 1100.00, 0.11, 2445.00, 0.11
82.00, 0.16, 1514.00, 0.05, 172.00, 0.23
171.00, 0.23, 1062.00, 0.05, 922.00, 0.16
138.00, 0.05, 4732.00, 0.13, 174.00, 0.35
173.00, 0.35, 860.00, 0.34, 1784.00, 0.13
178.00, 0.22, 176.00, 0.19, 16373.00, 0.07
175.00, 0.19, 11005.00, 0.05, 1588.00, 0.08
4672.00, 0.12, 178.00, 0.36, 10338.00, 0.24
175.00, 0.22, 1501.00, 0.11, 177.00, 0.36
408.00, 0.87, 1243.00, 0.82, 14576.00, 0.87
3304.00, 0.06, 6533.00, 0.17, 10692.00, 0.11
5942.00, 0.17, 182.00, 0.10, 6580.00, 0.12
181.00, 0.10, 1148.00, 0.08, 530.00, 0.20
5942.00, 0.12, 6580.00, 0.17, 4538.00, 0.12
953.00, 0.16, 4646.00, 0.10, 228.00, 0.15
20258.00, 0.92, 7011.00, 0.93, 6717.00, 0.85
22250.00, 0.90, 11240.00, 0.75, 14522.00, 0.90
15310.00, 0.97, 7812.00, 0.78, 681.00, 0.82
16165.00, 0.84, 4792.00, 0.91, 19291.00, 0.85
1788.00, 0.19, 5079.00, 0.14, 1789.00, 0.10
161.00, 0.24, 11518.00, 0.28, 11517.00, 0.34
1168.00, 0.05, 11518.00, 0.23, 18584.00, 0.20
6674.00, 0.20, 6675.00, 0.04, 193.00, 0.15
192.00, 0.15, 16356.00, 0.20, 6675.00, 0.12
37.00, 0.39, 13916.00, 0.09, 2514.00, 0.11
2514.00, 0.38, 6350.00, 0.13, 13986.00, 0.05
19088.00, 0.92, 14459.00, 0.89, 3896.00, 0.90
1660.00, 0.34, 921.00, 0.10, 198.00, 0.26
197.00, 0.26, 202.00, 0.06, 8151.00, 0.09
8153.00, 0.16, 1087.00, 0.06, 8136.00, 0.22
913.00, 0.23, 3586.00, 0.23, 917.00, 0.21
3586.00, 0.37, 6015.00, 0.40, 13658.00, 0.25
8148.00, 0.18, 203.00, 0.09, 198.00, 0.06
79.00, 0.08, 8143.00, 0.13, 202.00, 0.09
4689.00, 0.11, 4688.00, 0.09, 4855.00, 0.22
206.00, 0.31, 2458.00, 0.19, 8774.00, 0.18
205.00, 0.31, 16626.00, 0.21, 5985.00, 0.22
8675.00, 0.92, 6106.00, 0.97, 7718.00, 0.86
209.00, 0.31, 6065.00, 0.26, 13797.00, 0.32
208.00, 0.31, 693.00, 0.15, 4434.00, 0.30
2253.00, 0.91, 11274.00, 0.82, 22803.00, 0.93
6168.00, 0.06, 212.00, 0.13, 4491.00, 0.16
33.00, 0.11, 211.00, 0.13, 3484.00, 0.05
13715.00, 0.05, 6606.00, 0.09, 6607.00, 0.08
3507.00, 0.70, 10652.00, 0.81, 6959.00, 0.90
5231.00, 0.72, 17278.00, 0.88, 3502.00, 0.76
2161.00, 0.96, 18668.00, 0.96, 14778.00, 0.82
8392.00, 1.03, 12506.00, 0.88, 23440.00, 0.82
13964.00, 0.27, 3373.00, 0.14, 1449.00, 0.17
114.00, 0.05, 1449.00, 0.11, 231.00, 0.08
10221.00, 0.09, 1065.00, 0.05, 3458.00, 0.27
19365.00, 0.80, 23737.00, 0.89, 16360.00, 0.88
5659.00, 0.89, 4860.00, 0.83, 1303.00, 0.86
4696.00, 0.07, 4698.00, 0.16, 4693.00, 0.10
1327.00, 0.74, 941.00, 0.55, 3435.00, 0.49
226.00, 0.27, 12580.00, 0.25, 4446.00, 0.09
900.00, 0.19, 225.00, 0.27, 2487.00, 0.33
228.00, 0.16, 18358.00, 0.14, 960.00, 0.17
227.00, 0.16, 10422.00, 0.24, 184.00, 0.15
